ym:s:bounce	ym:s:browser	ym:s:clientID	ym:s:date	ym:s:dateTime	ym:s:dateTimeUTC	ym:s:deviceCategory	ym:s:endURL	ym:s:from	ym:s:goalsDateTime	ym:s:goalsID	ym:s:goalsSerialNumber	ym:s:isNewUser	ym:s:lastAdvEngine	ym:s:lastReferalSource	ym:s:lastSearchEngine	ym:s:lastSearchEngineRoot	ym:s:lastSocialNetwork	ym:s:lastSocialNetworkProfile	ym:s:lastTrafficSource	ym:s:mobilePhone	ym:s:operatingSystem	ym:s:operatingSystemRoot	ym:s:pageViews	ym:s:referer	ym:s:regionCity	ym:s:regionCityID	ym:s:regionCountry	ym:s:regionCountryID	ym:s:startURL	ym:s:visitDuration	ym:s:visitID	ym:s:watchIDs
1	chromemobile	1688315717668998523	2023-07-02	2023-07-02 19:35:15	2023-07-02 19:35:15	2	https://zeonpbx.ru/call-center		[]	[]	[]	1	ya_direct	mp3phoenix.ru					ad	xiaomi	android_10	android	1	https://mp3phoenix.ru/	Tashkent	10335	Uzbekistan	171	https://zeonpbx.ru/call-center	0	3707480517861441607	[3707480517861441607]
0	chromemobile	16861485462685023	2023-06-07	2023-06-07 17:33:30	2023-06-07 17:33:30	2	https://zeonpbx.ru/antibot		[]	[]	[]	1	ya_direct	yandex.ru	yandex_search	yandex			ad	xiaomi	android_12	android	2	https://yandex.ru/	Moscow	213	Russia	225	https://zeonpbx.ru/	28	3139334406671433794	[3139334406671433794,3139341659696529474,3139338337069039622]
1	chrome	1682600458934309097	2023-04-27	2023-04-27 16:00:57	2023-04-27 16:00:57	1	https://zeonpbx.ru/		[]	[]	[]	1	ya_undefined	voipoffice.ru					referral		windows10	windows	1	https://voipoffice.ru/tool/1685/	Kishinev	10313	Moldova	208	https://zeonpbx.ru/	0	2209259809588641977	[2209259809588641977]
1	chromemobile	1688887938607041044	2023-07-09	2023-07-09 10:32:18	2023-07-09 10:32:18	2	https://zeonpbx.ru/call-center		[]	[]	[]	1	ya_direct	alpha-ag.ru					ad	xiaomi	android_12	android	1	https://alpha-ag.ru/	Chita	68	Russia	225	https://zeonpbx.ru/call-center	0	3857485707783176500	[3857485707783176500]
0	samsung_internet	1683353700786235966	2023-05-06	2023-05-06 09:46:02	2023-05-06 09:46:02	2	https://zeonpbx.ru/call-center		[]	[]	[]	0	ya_direct						ad	samsung	android_11	android	1			0	Russia	225	https://zeonpbx.ru/call-center	16	2407206156813992059	[2407206156813992059,2407210343388676377]
1	yandexsearch	1688184406545974397	2023-07-01	2023-07-01 07:06:43	2023-07-01 07:06:43	2	https://zeonpbx.ru/		[]	[]	[]	1	ya_direct	dzen.ru					ad	samsung	android_12	android	1	https://dzen.ru/	Moscow	213	Russia	225	https://zeonpbx.ru/	0	3673057929281405007	[3673057929281405007]
0	yandex_browser	1681192085999995787	2023-06-21	2023-06-21 22:53:23	2023-06-21 22:53:23	2	https://zeonpbx.ru/		[]	[]	[]	0	ya_undefined	zeonpbx.ru					internal	xiaomi	android_10	android	1	https://zeonpbx.ru/thankyou	Shumerlya	20078	Russia	225	https://zeonpbx.ru/	47	3461455172500979748	[3461455172500979748,3461467505547280776]
0	yandexsearch	1681532547431583930	2023-04-15	2023-04-15 07:22:07	2023-04-15 07:22:07	2	https://zeonpbx.ru/call-center		[]	[]	[]	1	ya_direct	yandex.ru					ad	samsung	android_11	android	1	https://yandex.ru/games/play/99195?app-id=99195&is-united-page=1&is-app-page=1	Klin	10733	Russia	225	https://zeonpbx.ru/call-center	16	1929308383597822071	[1929308383597822071,1929312633776505001]
0	chromemobile	1683467800660923787	2023-05-07	2023-05-07 16:56:40	2023-05-07 16:56:40	2	https://zeonpbx.ru/call-center		[]	[]	[]	1	ya_direct						ad	huawei	android_11	android	1		Kuznetsk	11101	Russia	225	https://zeonpbx.ru/call-center	15	2436628536038522968	[2436628536038522968,2436632501324611686]
0	yandex_browser	1687329287327128797	2023-06-21	2023-06-21 09:34:47	2023-06-21 09:34:47	1	https://zeonpbx.ru/call-center		[]	[]	[]	1	ya_direct	yandex.ru	yandex_search	yandex			ad		windows10	windows	2	https://yandex.ru/	Rostov-na-Donu	39	Russia	225	https://zeonpbx.ru/call-center	30	3448894189975371822	[3448894189975371822,3448902069920464976,3448898099809615918]
1	atom	1684306253495355068	2023-05-17	2023-05-17 09:50:52	2023-05-17 09:50:52	1	https://zeonpbx.ru/		[]	[]	[]	1	ya_undefined						direct		windows_7_2008server	windows	1			0	Russia	225	https://zeonpbx.ru/	0	2656423902287233169	[2656423902287233169]
1	yandexsearch	168964820676568949	2023-07-18	2023-07-18 05:43:27	2023-07-18 05:43:27	2	https://zeonpbx.ru/robotmasha		[]	[]	[]	1	ya_direct	yandex.ru	yandex_search	yandex			ad	xiaomi	android_10	android	1	https://yandex.ru/	Lensk	11435	Russia	225	https://zeonpbx.ru/robotmasha	0	4056785162033430734	[4056785162033430734]
0	chromemobile	1687403907666226228	2023-06-22	2023-06-22 06:18:27	2023-06-22 06:18:27	2	https://zeonpbx.ru/		[]	[]	[]	1	ya_direct						ad		android_11	android	1			0	Russia	225	https://zeonpbx.ru/	33	3468455484984394141	[3468455484984394141,3468464122109886500]
1	yandexsearch	168681408246235213	2023-06-15	2023-06-15 10:28:01	2023-06-15 10:28:01	2	https://zeonpbx.ru/call-center		[]	[]	[]	1	ya_direct	yandex.ru	yandex_search	yandex			ad	xiaomi	android_12	android	1	https://yandex.ru/	Yaroslavl	16	Russia	225	https://zeonpbx.ru/call-center	0	3313836186807042103	[3313836186807042103]
0	chromemobile	168750590152944749	2023-06-23	2023-06-23 10:38:21	2023-06-23 10:38:21	2	https://zeonpbx.ru/call-center		[]	[]	[]	1	ya_direct						ad	huawei	android_10	android	1		Khabarovsk	76	Russia	225	https://zeonpbx.ru/call-center	15	3495192659186942178	[3495192659186942178,3495196442845249653]
0	firefox	168162254736357843	2023-04-16	2023-04-16 08:22:25	2023-04-16 08:22:25	1	https://zeonpbx.ru/call-center		[]	[]	[]	1	ya_direct	yandex.ru	yandex_search	yandex			ad		windows10	windows	1	https://yandex.ru/	Moscow	213	Russia	225	https://zeonpbx.ru/call-center	17	1952906476884328705	[1952906476884328705,1952910567745257638]
1	chromemobile	1681954959351933099	2023-04-20	2023-04-20 04:44:33	2023-04-20 04:44:33	2	https://zeonpbx.ru/		[]	[]	[]	1	google_adwords	google.com	google_search	google			ad	mito	android_oreo81	android	1	https://google.com/	Loanda	21183	Angola	21182	https://zeonpbx.ru/	0	2040076241978786020	[2040076241978786020]
0	chromemobile	1681303713475430405	2023-04-12	2023-04-12 15:48:33	2023-04-12 15:48:33	2	https://zeonpbx.ru/call-center		[]	[]	[]	1	ya_direct	poembook.ru					ad	xiaomi	android_11	android	1	https://poembook.ru/	Orehovo-Zuevo	10745	Russia	225	https://zeonpbx.ru/call-center	15	1869326157853229309	[1869326157853229309,1869330089073443128]
1	yandexsearch	1686801525232996949	2023-06-15	2023-06-15 06:58:45	2023-06-15 06:58:45	2	https://zeonpbx.ru/call-center		[]	[]	[]	1	ya_direct	yandex.ru	yandex_mobile_app	yandex			ad	xiaomi	android_11	android	1	http://yandex.ru/searchapp?text=	Usole-Sibirskoe	11272	Russia	225	https://zeonpbx.ru/call-center	0	3310544724674478106	[3310544724674478106]
0	chrome	16455327551065685094	2023-04-10	2023-04-10 12:35:22	2023-04-10 12:35:22	1	https://zeonpbx.ru/delivery		[]	[]	[]	0	ya_undefined	zeonpbx.ru					internal		windows10	windows	2	https://zeonpbx.ru/medcentre	Moscow	213	Russia	225	https://zeonpbx.ru/banks	16	1820989226382000214	[1820989226382000214,1820989426508759230,1820993398969467169]
0	chromemobile	1681926181224963000	2023-04-19	2023-04-19 20:48:36	2023-04-19 20:48:36	2	https://zeonpbx.ru/call-center		[]	[]	[]	0	ya_direct						ad	huawei	android_10	android	2			0	Russia	225	https://zeonpbx.ru/call-center	2	2032590783692669051	[2032590783692669051,2032591085567737979]
1	android_browser	1681384029366360261	2023-04-13	2023-04-13 14:07:10	2023-04-13 14:07:10	2	https://zeonpbx.ru/call-center		[]	[]	[]	1	ya_direct						ad	xiaomi	android_pie90	android	1		Bryansk	191	Russia	225	https://zeonpbx.ru/call-center	0	1890380736875725065	[1890380736875725065]
1	samsung_internet	1681487329281282231	2023-04-14	2023-04-14 18:48:49	2023-04-14 18:48:49	2	https://zeonpbx.ru/call-center		[]	[]	[]	1	ya_direct						ad	samsung	android_12	android	1		Rubtsovsk	11251	Russia	225	https://zeonpbx.ru/call-center	0	1917460061200318611	[1917460061200318611]
0	chromemobile	1682372950665478006	2023-04-25	2023-04-25 00:49:10	2023-04-25 00:49:10	2	https://zeonpbx.ru/call-center		[]	[]	[]	1	ya_direct	vsememy.ru					ad	xiaomi	android_10	android	1	https://vsememy.ru/meme/vy-rybov-prodaete/	Moscow	213	Russia	225	https://zeonpbx.ru/call-center	15	2149620564508540945	[2149620564508540945,2149624242513903951]
1	miui	1684526654930642711	2023-05-19	2023-05-19 23:04:14	2023-05-19 23:04:14	2	https://zeonpbx.ru/call-center		[]	[]	[]	1	ya_direct						ad	xiaomi	android_10	android	1		Pyatigorsk	11067	Russia	225	https://zeonpbx.ru/call-center	0	2714200903474741344	[2714200903474741344]
0	chromemobile	1685883572352020113	2023-06-04	2023-06-04 20:15:36	2023-06-04 20:15:36	2	https://zeonpbx.ru/stomatolog		[]	[]	[]	0	ya_direct						ad	samsung	android_10	android	2			0	Russia	225	https://zeonpbx.ru/stomatolog	15	3073936704479953277	[3073936704479953277,3073936494462239037,3073940365312262461]
1	chromemobile	1682536948127780631	2023-04-26	2023-04-26 22:22:29	2023-04-26 22:22:29	2	https://zeonpbx.ru/call-center		[]	[]	[]	1	ya_direct						ad	tecno	android_11	android	1			0	Russia	225	https://zeonpbx.ru/call-center	0	2192611660683804931	[2192611660683804931]
1	chromemobile	1682438312843585022	2023-06-01	2023-06-01 18:08:16	2023-06-01 18:08:16	2	https://zeonpbx.ru/call-center		[]	[]	[]	0	ya_direct						ad	huawei	android_11	android	1		Budennovsk	11055	Russia	225	https://zeonpbx.ru/call-center	0	3003985875724926984	[3003985875724926984]
1	chrome	1689077875694097863	2023-07-11	2023-07-11 15:17:55	2023-07-11 15:17:55	1	https://zeonpbx.ru/		[]	[]	[]	1	ya_undefined						direct		mac_os_catalina	macos	1			0	United States	84	https://zeonpbx.ru/	0	3907276293787353477	[3907276293787353477]
0	samsung_internet	1681503155950764955	2023-04-14	2023-04-14 23:12:37	2023-04-14 23:12:37	2	https://zeonpbx.ru/call-center		[]	[]	[]	1	ya_direct						ad	samsung	android_12	android	1		Stavropol	36	Russia	225	https://zeonpbx.ru/call-center	14	1921609107076808734	[1921609107076808734,1921612869382439151]
1	huawei_browser	1687266763703936903	2023-06-20	2023-06-20 16:12:36	2023-06-20 16:12:36	2	https://zeonpbx.ru/medcentre		[]	[]	[]	1	ya_direct	m.apkpure.com					ad	huawei	android_10	android	1	https://m.apkpure.com/giant-rush/com.hypercarrot.giantrush/download		0	Russia	225	https://zeonpbx.ru/medcentre	0	3432502087233306750	[3432502087233306750]
1	yandex_browser	168691077487940079	2023-06-16	2023-06-16 13:19:34	2023-06-16 13:19:34	1	https://zeonpbx.ru/		[]	[]	[]	1	ya_direct	yandex.ru	yandex_search	yandex			ad		windows10	windows	1	https://yandex.ru/	Vologda	21	Russia	225	https://zeonpbx.ru/	0	3339183573399241082	[3339183573399241082]
1	chrome	1688093922991809732	2023-06-30	2023-06-30 05:58:41	2023-06-30 05:58:41	1	https://zeonpbx.ru/		[]	[]	[]	1	ya_undefined						direct		mac_os_catalina	macos	1		Moscow	213	Russia	225	https://zeonpbx.ru/	0	3649338543551545618	[3649338543551545618]
1	chromemobile	1681903890398496077	2023-04-19	2023-04-19 14:31:27	2023-04-19 14:31:27	2	https://zeonpbx.ru/call-center		[]	[]	[]	1	ya_direct						ad	samsung	android_nougat_7_1	android	1		Nizhnevartovsk	1091	Russia	225	https://zeonpbx.ru/call-center	0	2026658207048138908	[2026658207048138908]
1	chromemobile	1682515511478171853	2023-04-26	2023-04-26 16:25:11	2023-04-26 16:25:11	2	https://zeonpbx.ru/call-center		[]	[]	[]	1	ya_direct						ad	infinix	android_11	android	1		Seversk	11351	Russia	225	https://zeonpbx.ru/call-center	0	2186991932936028421	[2186991932936028421]
0	yandex_browser	1687524023343879081	2023-06-23	2023-06-23 15:40:41	2023-06-23 15:40:41	2	https://zeonpbx.ru/		[]	[]	[]	0	ya_direct	yandex.ru	yandex_mobile	yandex			ad	vivo	android_13	android	3	https://yandex.ru/	Novomoskovsk	10830	Russia	225	https://zeonpbx.ru/	52	3499947945044214134	[3499947945044214134,3499954498662302070,3499957717472378938,3499951850677076026,3499961613263831098]
0	chrome	1682320703487760383	2023-05-17	2023-05-17 11:17:26	2023-05-17 11:17:26	1	https://zeonpbx.ru/company		[]	[]	[]	0	ya_undefined						direct		windows10	windows	3			0	Russia	225	https://zeonpbx.ru/	2701	2657785492268384585	[2657785492268384585,2658082373481005338,2658493300465991962,2657790767021424969,2658086283551441178]
0	headlesschrome	1680514868689014744	2023-04-03	2023-04-03 12:41:51	2023-04-03 12:41:51	1	https://zeonpbx.ru/		[]	[]	[]	1	ya_undefined						direct		linux	gnu_linux	2		Moscow	213	Russia	225	https://zeonpbx.ru/	12	1662546536368177380	[1662546536368177380,1662549569506640012]
0	yasearchapp	1688113145446477964	2023-06-30	2023-06-30 11:19:29	2023-06-30 11:19:29	2	https://zeonpbx.ru/		[]	[]	[]	1	ya_direct	yandex.ru	yandex_search	yandex			ad	xiaomi	android_10	android	1	https://yandex.ru/		0	Russia	225	https://zeonpbx.ru/	14	3654384096764756115	[3654384096764756115,3654387975423787487]
1	chromemobile	1688858647346199976	2023-07-09	2023-07-09 02:24:07	2023-07-09 02:24:07	2	https://zeonpbx.ru/call-center		[]	[]	[]	1	ya_direct	taksirussian.ru					ad	realme	android_13	android	1	https://taksirussian.ru/	Kondopoga	10934	Russia	225	https://zeonpbx.ru/call-center	0	3849806820572922130	[3849806820572922130]
1	atom	1685090222807824078	2023-05-26	2023-05-26 11:37:01	2023-05-26 11:37:01	1	https://zeonpbx.ru/		[]	[]	[]	1	ya_undefined						direct		windows_7_2008server	windows	1			0	Russia	225	https://zeonpbx.ru/	0	2861936593302716586	[2861936593302716586]
1	yandex_browser	1688396179606043294	2023-07-03	2023-07-03 17:56:22	2023-07-03 17:56:22	1	https://zeonpbx.ru/call-center		[]	[]	[]	1	ya_direct	yandex.ru	yandex_search	yandex			ad		windows10	windows	1	https://yandex.ru/	Tver	14	Russia	225	https://zeonpbx.ru/call-center	0	3728574391570661548	[3728574391570661548]
1	yandexsearch	1681314165141297046	2023-04-12	2023-04-12 18:42:45	2023-04-12 18:42:45	2	https://zeonpbx.ru/call-center		[]	[]	[]	1	ya_direct	dzen.ru					ad	xiaomi	android_11	android	1	https://dzen.ru/a/YGyG2xqEDWsGPe8c	Belomorsk	10938	Russia	225	https://zeonpbx.ru/call-center	0	1872066184094154859	[1872066184094154859]
0	chromemobile	1682082290115530885	2023-04-21	2023-04-21 16:04:11	2023-04-21 16:04:11	2	https://zeonpbx.ru/		[]	[]	[]	1	ya_undefined						direct	xiaomi	android_12	android	1		Moscow	213	Russia	225	https://zeonpbx.ru/	15	2073415240059977910	[2073415240059977910,2073419164142010610]
0	edge	168622657840065611	2023-06-08	2023-06-08 15:16:17	2023-06-08 15:16:17	1	https://zeonpbx.ru/call-center		[]	[]	[]	1	ya_direct	yandex.ru	yandex_search	yandex			ad		windows10	windows	1	https://yandex.ru/	Moscow	213	Russia	225	https://zeonpbx.ru/call-center	16	3159825712477896926	[3159825712477896926,3159829767253131437]
0	yandex_browser	1684263203237186311	2023-05-16	2023-05-16 21:53:23	2023-05-16 21:53:23	1	https://zeonpbx.ru/call-center		[]	[]	[]	1	ya_undefined	web.skype.com					messenger		windows10	windows	1	https://web.skype.com/	Petrozavodsk	18	Russia	225	https://zeonpbx.ru/call-center	24	2645138660995105088	[2645138660995105088,2645145043605651647]
1	yandex_browser	1688332464677447255	2023-07-03	2023-07-03 00:14:24	2023-07-03 00:14:24	1	https://zeonpbx.ru/call-center		[]	[]	[]	1	unknown						ad		windows10	windows	1			0	Russia	225	https://zeonpbx.ru/call-center	0	3711871220499874213	[3711871220499874213]
0	edge	1683909296469573463	2023-05-12	2023-05-12 19:34:55	2023-05-12 19:34:55	1	https://zeonpbx.ru/call-center		[]	[]	[]	1	ya_direct	yandex.ru	yandex_search	yandex			ad		windows_or_other	windows	3	https://yandex.ru/	Moscow	213	Russia	225	https://zeonpbx.ru/call-center?etext=2202.mA3KiDIl8-zlahrnQ6PAVxqbTXxoTNasx4wuDF8TdSP-zQS3JqpipzZYQeHB7ttOdXRxYmNoZHpxc3l1bmZqcg.40c4e6086216e71ef2901caef9b2ec903f5c8d6a	1814	2552363967822954509	[2552363967822954509,2552369473821344112,2552839384947228924,2552373515231952909]
0	chromemobile	168530006578591013	2023-05-28	2023-05-28 21:54:25	2023-05-28 21:54:25	2	https://zeonpbx.ru/		[]	[]	[]	1	ya_direct	yandex.ru	yandex_search	yandex			ad		android_13	android	1	https://yandex.ru/	Penza	49	Russia	225	https://zeonpbx.ru/	15	2916945887592973029	[2916945887592973029,2916949761484128440]
0	edge	1686516172576338976	2023-06-11	2023-06-11 21:42:22	2023-06-11 21:42:22	1	https://zeonpbx.ru/		[]	[]	[]	1	ya_direct	yandex.ru	yandex_search	yandex			ad		windows10	windows	1	https://yandex.ru/	Yekaterinburg	54	Russia	225	https://zeonpbx.ru/	15	3233845662592532881	[3233845662592532881,3233849588217020694]
0	yandex_browser	1687334771330378197	2023-06-21	2023-06-21 11:06:10	2023-06-21 11:06:10	1	https://zeonpbx.ru/ip-atc-telephoniy-call-center-for-salona-krasoty		[\'2023-06-21 11:06:38\']	[292370736]	[1]	1	ya_direct	yandex.ru	yandex_search	yandex			ad		windows10	windows	2	https://yandex.ru/	Astrahan	37	Russia	225	https://zeonpbx.ru/medcentre?etext=2202.H483vkbiAQ6aZVuNNqj5ibdmbJrV4-wJuZ-GFVacLJPXXGM1_M4mp5xx6w03Lc0zBYJqroJ4yDuxhO6OYSdN0uOHsIz11Jm_IEq1m2Dv5_JieHNzenBndGx4YnJ3eHNj.f137a2f8d9b0a385735e7a3bcc6c154b1042e27c	43	3450331678214455684	[3450331678214455684,3450338960334913924,3450342959661973790,3450335837390635294]
0	chrome	1684828107459652214	2023-05-23	2023-05-23 10:48:27	2023-05-23 10:48:27	1	https://zeonpbx.ru/company		[\'2023-05-23 10:50:35\']	[292370736]	[1]	1	ya_undefined	yandex.ru	yandex_search	yandex			organic		windows10	windows	4	https://yandex.ru/	Kazan	43	Russia	225	https://zeonpbx.ru/	129	2793224852218052781	[2793224852218052781,2793231877956173894,2793251768604295180,2793258356173963276,2793258789252628653,2793231545982255277]
0	yandexsearch	168137688187142741	2023-04-13	2023-04-13 12:08:01	2023-04-13 12:08:01	2	https://zeonpbx.ru/		[]	[]	[]	1	ya_undefined	yandex.ru	yandex_mobile_app	yandex			organic	samsung	android_13	android	2	http://yandex.ru/searchapp?text=	Moscow	213	Russia	225	https://zeonpbx.ru/	280	1888506633471393975	[1888506633471393975,1888580233109700791,1888510655112151223]
0	chromemobile	1687406023985184038	2023-06-22	2023-06-22 06:53:42	2023-06-22 06:53:42	2	https://zeonpbx.ru/medcentre		[]	[]	[]	1	ya_direct						ad	xiaomi	android_10	android	1			0	Russia	225	https://zeonpbx.ru/medcentre	15	3469009934037287060	[3469009934037287060,3469013779646513584]
1	chrome	1685102091269601066	2023-05-26	2023-05-26 14:54:50	2023-05-26 14:54:50	1	https://zeonpbx.ru/		[]	[]	[]	1	ya_undefined						direct		windows10	windows	1		Richmond	21206	United States	84	https://zeonpbx.ru/	0	2865048232556232725	[2865048232556232725]
0	chromemobile	1681560068532434720	2023-04-15	2023-04-15 07:07:37	2023-04-15 07:07:37	2	https://zeonpbx.ru/call-center		[]	[]	[]	0	ya_direct						ad		android_12	android	1		Kaspiysk	11008	Russia	225	https://zeonpbx.ru/call-center	193	1929080508854042713	[1929080508854042713,1929130930341675263]
0	chromemobile	1689320102573833304	2023-07-14	2023-07-14 11:17:02	2023-07-14 11:17:02	2	https://zeonpbx.ru/call-center		[]	[]	[]	0	ya_undefined						ad	oppo	android_12	android	1		Yerevan	10262	Armenia	168	https://zeonpbx.ru/call-center	15	3971435246997471418	[3971435246997471418,3971438945310081289]
1	chromemobile	168581346353618518	2023-06-03	2023-06-03 20:31:03	2023-06-03 20:31:03	2	https://zeonpbx.ru/call-center		[]	[]	[]	1	ya_direct	ntv.ru					ad	apple	ios15	ios_double	1	https://ntv.ru/		0	Russia	225	https://zeonpbx.ru/call-center	0	3051530129948541311	[3051530129948541311]
1	yandexsearch	1683492840190480807	2023-05-07	2023-05-07 23:54:00	2023-05-07 23:54:00	2	https://zeonpbx.ru/		[]	[]	[]	1	ya_direct	ru.hitmotop.com					ad	samsung	android_11	android	1	https://ru.hitmotop.com/	Krasnokamsk	11109	Russia	225	https://zeonpbx.ru/	0	2443192768221414342	[2443192768221414342]
0	chromemobile	1686050006503166367	2023-06-06	2023-06-06 14:13:27	2023-06-06 14:13:27	3	https://zeonpbx.ru/call-center		[]	[]	[]	1	ya_direct	smotret-video.ru					ad	samsung	android_11	android	1	https://smotret-video.ru/		0	Russia	225	https://zeonpbx.ru/call-center	15	3113538612046856383	[3113538612046856383,3113542730830577855]
0	opera	1687251522587365120	2023-06-20	2023-06-20 12:03:29	2023-06-20 12:03:29	1	https://zeonpbx.ru/call-center?etext=2202.TefysXVItVoFkmdKFvQMzm5qZ2V0cmdkemd5dnhkY2k.89a0b3cb48a9a23817adfa1b84feb441367c7fc1		[]	[]	[]	1	ya_direct	yandex.ru	yandex_search	yandex			ad		windows10	windows	1	https://yandex.ru/	Lipetsk	9	Russia	225	https://zeonpbx.ru/call-center?etext=2202.TefysXVItVoFkmdKFvQMzm5qZ2V0cmdkemd5dnhkY2k.89a0b3cb48a9a23817adfa1b84feb441367c7fc1	15	3428583919592669218	[3428583919592669218,3428587917186957322]
0	opera_mobile	1683797891463192082	2023-05-11	2023-05-11 12:37:53	2023-05-11 12:37:53	2	https://zeonpbx.ru/integration		[]	[]	[]	1	ya_undefined	yandex.ru	yandex_search	yandex			organic	xiaomi	android_12	android	1	https://yandex.ru/	Moscow	213	Russia	225	https://zeonpbx.ru/integration	15	2523155202907308194	[2523155202907308194,2523159152709599533]
1	miui	1687419296742703224	2023-06-22	2023-06-22 10:34:56	2023-06-22 10:34:56	2	https://zeonpbx.ru/call-center		[]	[]	[]	1	ya_direct						ad	xiaomi	android_11	android	1			0	Russia	225	https://zeonpbx.ru/call-center	0	3472489646547796096	[3472489646547796096]
1	chromemobile	1681952072877779103	2023-04-20	2023-04-20 03:54:58	2023-04-20 03:54:58	2	https://zeonpbx.ru/stomatolog		[]	[]	[]	1	ya_direct	m.apkpure.com					ad	xiaomi	android_11	android	1	https://m.apkpure.com/	Nazran	1092	Russia	225	https://zeonpbx.ru/stomatolog	0	2039296645824774246	[2039296645824774246]
0	chromemobile	1686353408692883590	2023-06-10	2023-06-10 02:30:08	2023-06-10 02:30:08	2	https://zeonpbx.ru/medcentre		[]	[]	[]	1	ya_direct						ad	realme	android_12	android	1			0	Russia	225	https://zeonpbx.ru/medcentre	18	3193073537773732150	[3193073537773732150,3193078246856458355]
1	yandex_browser	1683170038208202837	2023-05-04	2023-05-04 06:13:58	2023-05-04 06:13:58	1	https://zeonpbx.ru/		[]	[]	[]	1	ya_direct	yandex.ru	yandex_search	yandex			ad		windows10	windows	1	https://yandex.ru/	Barnaul	197	Russia	225	https://zeonpbx.ru/	0	2358572001587101925	[2358572001587101925]
0	chromemobile	1681895217791161725	2023-04-19	2023-04-19 12:06:55	2023-04-19 12:06:55	2	https://zeonpbx.ru/		[]	[]	[]	1	ya_undefined	yandex.ru	yandex_search	yandex			organic	samsung	android_13	android	1	https://yandex.ru/	Moscow	213	Russia	225	https://zeonpbx.ru/	17	2024385012458586378	[2024385012458586378,2024389403345420334]
0	yandexsearch	1688144986545388036	2023-06-30	2023-06-30 20:09:44	2023-06-30 20:09:44	2	https://zeonpbx.ru/medcentre		[]	[]	[]	1	ya_direct						ad	huawei	android_10	android	1			0	Russia	225	https://zeonpbx.ru/medcentre	15	3662724321706508431	[3662724321706508431,3662728232772043016]
0	chrome	1683930863461803372	2023-05-13	2023-05-13 01:34:22	2023-05-13 01:34:22	1	https://zeonpbx.ru/		[]	[]	[]	1	ya_undefined						direct				1		Los Angeles	200	United States	84	https://zeonpbx.ru/	15	2558017925129175299	[2558017925129175299,2558021545574531141]
0	chrome	1684921850354384131	2023-05-31	2023-05-31 14:57:24	2023-05-31 14:57:24	1	https://zeonpbx.ru/		[]	[]	[]	0	ya_undefined	yandex.ru	yandex_search	yandex			organic		windows10	windows	1	https://yandex.ru/search/?text=IP-ATC zeon 3000&lr=213	Moscow	213	Russia	225	https://zeonpbx.ru/	15	2978334589199057355	[2978334589199057355,2978338566816399594]
1	yandexsearch	168161613027713278	2023-04-16	2023-04-16 06:35:30	2023-04-16 06:35:30	2	https://zeonpbx.ru/call-center		[]	[]	[]	1	ya_direct						ad	huawei	android_oreo81	android	1			0	Russia	225	https://zeonpbx.ru/call-center	0	1951224516877484080	[1951224516877484080]
0	chromemobile	1687292637261768449	2023-06-20	2023-06-20 23:23:58	2023-06-20 23:23:58	2	https://zeonpbx.ru/call-center		[]	[]	[]	1	ya_direct	androides.ru					ad	samsung	android_11	android	1	https://androides.ru/		0	Russia	225	https://zeonpbx.ru/call-center	22	3439287102368383191	[3439287102368383191,3439292757851766999]
0	chromemobile	1682973344599714882	2023-05-01	2023-05-01 23:35:46	2023-05-01 23:35:46	2	https://zeonpbx.ru/call-center		[]	[]	[]	1	ya_direct						ad		android_11	android	1			0	Russia	225	https://zeonpbx.ru/call-center	15	2307010484255588385	[2307010484255588385,2307014462736695507]
0	chromemobile	1681844581502574030	2023-04-18	2023-04-18 22:02:58	2023-04-18 22:02:58	2	https://zeonpbx.ru/		[]	[]	[]	1	ya_undefined	yandex.ru	yandex_mobile	yandex			organic	xiaomi	android_nougat	android	1	https://yandex.ru/	Kypuche	28897		0	https://zeonpbx.ru/	15	2011110761567879205	[2011110761567879205,2011114682990199021]
0	yandex_browser	1685047817436734786	2023-05-25	2023-05-25 23:50:17	2023-05-25 23:50:17	2	https://zeonpbx.ru/call-center		[]	[]	[]	1	ya_direct						ad	samsung	android_13	android	1		Nizhny Novgorod	47	Russia	225	https://zeonpbx.ru/call-center	20	2850820536801427683	[2850820536801427683,2850825941210628802]
0	edge	1685549087935675971	2023-05-31	2023-05-31 19:04:47	2023-05-31 19:04:47	1	https://zeonpbx.ru/company		[]	[]	[]	1	ya_undefined	google.com	google_search	google			organic		windows11	windows	2	https://google.com/		0	Russia	225	https://zeonpbx.ru/	53	2982225695202083031	[2982225695202083031,2982239424978354240,2982229538584657953]
0	chromemobile	168129960847474828	2023-04-12	2023-04-12 14:40:09	2023-04-12 14:40:09	2	https://zeonpbx.ru/call-center		[]	[]	[]	1	ya_direct						ad		android_12	android	2		Magnitogorsk	235	Russia	225	https://zeonpbx.ru/call-center	17	1868250398338318467	[1868250398338318467,1868250958350516347,1868254791350091899]
0	yandex_browser	1663574919393703251	2023-04-12	2023-04-12 13:05:36	2023-04-12 13:05:36	1	https://zeonpbx.ru/		[]	[]	[]	0	ya_undefined						direct		windows10	windows	1		Moscow	213	Russia	225	https://zeonpbx.ru/	16	1866763251628376068	[1866763251628376068,1866767365880938528]
