ym:pv:artificial	ym:pv:browser	ym:pv:clientID	ym:pv:date	ym:pv:dateTime	ym:pv:deviceCategory	ym:pv:download	ym:pv:from	ym:pv:goalsID	ym:pv:lastAdvEngine	ym:pv:lastSearchEngine	ym:pv:lastSearchEngineRoot	ym:pv:lastSocialNetwork	ym:pv:lastSocialNetworkProfile	ym:pv:lastTrafficSource	ym:pv:link	ym:pv:mobilePhone	ym:pv:operatingSystem	ym:pv:operatingSystemRoot	ym:pv:referer	ym:pv:regionCity	ym:pv:regionCityID	ym:pv:regionCountry	ym:pv:regionCountryID	ym:pv:URL
0	chromemobile	1685661293698371539	2023-06-02	2023-06-02 02:06:09	2	0		[]	yandex					ad	0	xiaomi	android_pie90	android	https://m.loloo.ru/		0	Russia	225	https://zeonpbx.ru/stomatolog
1	chromemobile	1685661293698371539	2023-06-02	2023-06-02 02:06:30	2	0		[]	yandex					ad	0	xiaomi	android_pie90	android			0	Russia	225	https://zeonpbx.ru/stomatolog
0	yandex_browser	168569746435025921	2023-06-02	2023-06-02 12:17:44	1	0		[]	yandex	yandex_search	yandex			ad	0		windows10	windows	https://yandex.ru/	Moscow	213	Russia	225	https://zeonpbx.ru/call-center
1	yandex_browser	168569746435025921	2023-06-02	2023-06-02 12:18:00	1	0		[]	yandex					ad	0		windows10	windows		Moscow	213	Russia	225	https://zeonpbx.ru/call-center
0	chromemobile	1685656805568822934	2023-06-02	2023-06-02 00:59:45	2	0		[]	yandex					ad	0	xiaomi	android_12	android	https://mk.ru/social/2020/06/22/uvolennaya-peterburgskaya-sanitarka-raskryla-pravdu-o-rabote-s-koronavirusom.html		0	Russia	225	https://zeonpbx.ru/medcentre
0	android_browser	1685670652141636249	2023-06-02	2023-06-02 04:50:53	2	0		[]	yandex					ad	0	vertex	android_oreo81	android		Moscow	213	Russia	225	https://zeonpbx.ru/call-center
1	android_browser	1685670652141636249	2023-06-02	2023-06-02 04:51:07	2	0		[]	yandex					ad	0	vertex	android_oreo81	android		Moscow	213	Russia	225	https://zeonpbx.ru/call-center
0	chromemobile	1685677283808491384	2023-06-02	2023-06-02 06:43:05	2	0		[]	yandex					ad	0	samsung	android_pie90	android		Sibay	20716	Russia	225	https://zeonpbx.ru/medcentre
1	chromemobile	1685677283808491384	2023-06-02	2023-06-02 06:43:20	2	0		[]	yandex					ad	0	samsung	android_pie90	android		Sibay	20716	Russia	225	https://zeonpbx.ru/medcentre
0	chromemobile	1685677283808491384	2023-06-02	2023-06-02 18:03:20	2	0		[]	yandex					ad	0	samsung	android_pie90	android		Kazan	43	Russia	225	https://zeonpbx.ru/medcentre
1	chromemobile	1685677283808491384	2023-06-02	2023-06-02 18:03:35	2	0		[]	yandex					ad	0	samsung	android_pie90	android		Kazan	43	Russia	225	https://zeonpbx.ru/medcentre
0	yandex_browser	1685716578258893696	2023-06-02	2023-06-02 17:36:18	2	0		[]	yandex					ad	0	realme	android_12	android	https://passgame.ru/toca-life-world/		0	Russia	225	https://zeonpbx.ru/call-center
1	yandex_browser	1685716578258893696	2023-06-02	2023-06-02 17:36:33	2	0		[]	yandex					ad	0	realme	android_12	android			0	Russia	225	https://zeonpbx.ru/call-center
0	chromemobile	1685734824720988643	2023-06-02	2023-06-02 22:40:18	2	0		[]		yandex_search	yandex			organic	0		android_11	android	https://yandex.ru/		0	Russia	225	https://zeonpbx.ru/
1	chromemobile	1685734824720988643	2023-06-02	2023-06-02 22:40:33	2	0		[]						direct	0		android_11	android			0	Russia	225	https://zeonpbx.ru/
0	chromemobile	1685653932659817450	2023-06-02	2023-06-02 00:12:13	2	0		[]	yandex					ad	0	realme	android_11	android	https://androidlomka.com/		0	Russia	225	https://zeonpbx.ru/call-center
1	chromemobile	1685653932659817450	2023-06-02	2023-06-02 00:12:28	2	0		[]	yandex					ad	0	realme	android_11	android			0	Russia	225	https://zeonpbx.ru/call-center
0	yasearchapp	1685683092426452002	2023-06-02	2023-06-02 08:18:13	2	0		[]	yandex					ad	0	oppo	android_11	android	https://street-viewer.ru/	Saint Petersburg	2	Russia	225	https://zeonpbx.ru/call-center
0	safari_mobile	1685677091872354734	2023-06-02	2023-06-02 06:35:13	2	0		[]	yandex					ad	0	apple	ios15	ios_double	https://gdz.ru/class-2/russkii_yazik/		0	Russia	225	https://zeonpbx.ru/call-center
1	safari_mobile	1685677091872354734	2023-06-02	2023-06-02 06:35:29	2	0		[]	yandex					ad	0	apple	ios15	ios_double			0	Russia	225	https://zeonpbx.ru/call-center
0	samsung_internet	1685686978961802843	2023-06-02	2023-06-02 09:23:02	2	0		[]	yandex					ad	0	samsung	android_12	android		Ust-Kamenogorsk	10306	Kazakhstan	159	https://zeonpbx.ru/call-center
0	chrome	1685694931809149278	2023-06-02	2023-06-02 11:35:31	1	0		[]		google_search	google			organic	0		windows10	windows	https://google.com/	Odesa	145	Ukraine	187	https://zeonpbx.ru/
1	chrome	1685694931809149278	2023-06-02	2023-06-02 11:35:49	1	0		[]						direct	0		windows10	windows		Odesa	145	Ukraine	187	https://zeonpbx.ru/
0	chrome	1684960743300864264	2023-06-03	2023-06-03 07:58:35	1	0		[]						direct	0		windows10	windows		Saint Petersburg	2	Russia	225	https://zeonpbx.ru/
1	chrome	1684960743300864264	2023-06-03	2023-06-03 07:58:50	1	0		[]						direct	0		windows10	windows		Saint Petersburg	2	Russia	225	https://zeonpbx.ru/
0	chromemobile	168581346353618518	2023-06-03	2023-06-03 20:31:03	2	0		[]	yandex					ad	0	apple	ios15	ios_double	https://ntv.ru/		0	Russia	225	https://zeonpbx.ru/call-center
0	yandex_browser	1685805728930709312	2023-06-03	2023-06-03 18:22:07	2	0		[]	yandex					ad	0	huawei	android_oreo81	android	https://igry-android.net/	Izhevsk	44	Russia	225	https://zeonpbx.ru/call-center
1	yandex_browser	1685805728930709312	2023-06-03	2023-06-03 18:22:39	2	0		[]	yandex					ad	0	huawei	android_oreo81	android		Izhevsk	44	Russia	225	https://zeonpbx.ru/call-center
0	chromemobile	1685817719386765721	2023-06-03	2023-06-03 21:41:58	2	0		[]	yandex					ad	0	realme	android_13	android	https://alpha-ag.ru/	Krasnodar	35	Russia	225	https://zeonpbx.ru/call-center
0	chromemobile	1685749786232167173	2023-06-03	2023-06-03 02:49:55	2	0		[]	yandex					ad	0	samsung	android_11	android	https://gogov.ru/		0	Russia	225	https://zeonpbx.ru/call-center
1	chromemobile	1685749786232167173	2023-06-03	2023-06-03 02:50:10	2	0		[]	yandex					ad	0	samsung	android_11	android			0	Russia	225	https://zeonpbx.ru/call-center
0	yandex_browser	1685790840796558370	2023-06-03	2023-06-03 14:14:01	2	0		[]	yandex					ad	0	oppo	android_11	android	https://5-mod.ru/		0	Russia	225	https://zeonpbx.ru/call-center
0	chromemobile	1685760558259152809	2023-06-03	2023-06-03 05:49:18	2	0		[]	yandex	yandex_search	yandex			ad	0	samsung	android_pie90	android	https://yandex.ru/	Ufa	172	Russia	225	https://zeonpbx.ru/medcentre
1	chromemobile	1685760558259152809	2023-06-03	2023-06-03 05:49:33	2	0		[]	yandex					ad	0	samsung	android_pie90	android		Ufa	172	Russia	225	https://zeonpbx.ru/medcentre
0	chromemobile	1685760558259152809	2023-06-03	2023-06-03 05:49:48	2	0		[]	yandex					ad	0	samsung	android_pie90	android		Ufa	172	Russia	225	https://zeonpbx.ru/otrasresheniya
1	chromemobile	1685760558259152809	2023-06-03	2023-06-03 05:50:03	2	0		[]	yandex					ad	0	samsung	android_pie90	android		Ufa	172	Russia	225	https://zeonpbx.ru/otrasresheniya
0	chromemobile	1685760558259152809	2023-06-03	2023-06-03 05:50:31	2	0		[]	yandex					ad	0	samsung	android_pie90	android		Ufa	172	Russia	225	https://zeonpbx.ru/otrasresheniya
0	chromemobile	1685760558259152809	2023-06-03	2023-06-03 05:52:15	2	0		[]						direct	0	samsung	android_pie90	android		Ufa	172	Russia	225	https://zeonpbx.ru/otrasresheniya
0	chromemobile	1685760558259152809	2023-06-03	2023-06-03 05:52:19	2	0		[]						direct	0	samsung	android_pie90	android		Ufa	172	Russia	225	https://zeonpbx.ru/otrasresheniya
0	chromemobile	1685760558259152809	2023-06-03	2023-06-03 05:52:29	2	0		[]						direct	0	samsung	android_pie90	android		Ufa	172	Russia	225	https://zeonpbx.ru/otrasresheniya
0	chromemobile	1685760558259152809	2023-06-03	2023-06-03 05:52:33	2	0		[]	yandex	yandex_search	yandex			ad	0	samsung	android_pie90	android	https://yandex.ru/	Ufa	172	Russia	225	https://zeonpbx.ru/medcentre
0	chromemobile	1685760558259152809	2023-06-03	2023-06-03 05:52:39	2	0		[]	yandex	yandex_search	yandex			ad	0	samsung	android_pie90	android	https://yandex.ru/	Ufa	172	Russia	225	https://zeonpbx.ru/medcentre
1	chromemobile	1685760558259152809	2023-06-03	2023-06-03 05:53:01	2	0		[]	yandex					ad	0	samsung	android_pie90	android		Ufa	172	Russia	225	https://zeonpbx.ru/medcentre
0	yandexsearch	1685801981740299607	2023-06-03	2023-06-03 17:19:41	2	0		[]	yandex					ad	0	huawei	android_oreo81	android			0	Russia	225	https://zeonpbx.ru/call-center
0	chromemobile	1685809619597159717	2023-06-03	2023-06-03 19:26:59	2	0		[]	yandex					ad	0	realme	android_11	android	https://ng-android.ru/	Nalchik	30	Russia	225	https://zeonpbx.ru/call-center
1	chromemobile	1685809619597159717	2023-06-03	2023-06-03 19:27:14	2	0		[]	yandex					ad	0	realme	android_11	android		Nalchik	30	Russia	225	https://zeonpbx.ru/call-center
0	chrome	1685783307787123434	2023-06-03	2023-06-03 12:08:27	1	0		[]	yandex	yandex_search	yandex			ad	0		windows10	windows	https://yandex.ru/		0	Russia	225	https://zeonpbx.ru/
0	chromemobile	1685772039952801068	2023-06-03	2023-06-03 09:00:38	2	0		[]	yandex					ad	0	huawei	android_10	android		Nizhny Novgorod	47	Russia	225	https://zeonpbx.ru/call-center
1	chromemobile	1685772039952801068	2023-06-03	2023-06-03 09:00:54	2	0		[]	yandex					ad	0	huawei	android_10	android		Nizhny Novgorod	47	Russia	225	https://zeonpbx.ru/call-center
0	yandexsearch	1685813498582886508	2023-06-03	2023-06-03 20:31:34	2	0		[]	yandex					ad	0	realme	android_pie90	android			0	Russia	225	https://zeonpbx.ru/call-center
1	yandexsearch	1685813498582886508	2023-06-03	2023-06-03 20:31:49	2	0		[]	yandex					ad	0	realme	android_pie90	android			0	Russia	225	https://zeonpbx.ru/call-center
0	chromemobile	1685813602480039580	2023-06-03	2023-06-03 20:32:26	2	0		[]	yandex					ad	0	samsung	android_10	android	https://androeed.ru/	Volgograd	38	Russia	225	https://zeonpbx.ru/call-center
0	chromemobile	1685783967598180436	2023-06-03	2023-06-03 12:17:19	2	0		[]	yandex	yandex_search	yandex			ad	0	xiaomi	android_11	android	https://yandex.ru/	Moscow	213	Russia	225	https://zeonpbx.ru/call-center
0	chromemobile	1685817703617274119	2023-06-03	2023-06-03 21:41:42	2	0		[]	yandex					ad	0	realme	android_11	android	https://mcpehub.org/	Surgut	973	Russia	225	https://zeonpbx.ru/call-center
0	chromemobile	1685759036790799786	2023-06-03	2023-06-03 05:23:49	2	0		[]						direct	0	xiaomi	android_12	android			0	Russia	225	https://zeonpbx.ru/
1	chromemobile	1685759036790799786	2023-06-03	2023-06-03 05:24:04	2	0		[]						direct	0	xiaomi	android_12	android			0	Russia	225	https://zeonpbx.ru/
0	chromemobile	1685688704442989687	2023-06-03	2023-06-03 08:35:37	2	0		[]	yandex					ad	0	xiaomi	android_pie90	android		Lysva	20244	Russia	225	https://zeonpbx.ru/call-center
1	chromemobile	1685688704442989687	2023-06-03	2023-06-03 08:35:58	2	0		[]	yandex					ad	0	xiaomi	android_pie90	android		Lysva	20244	Russia	225	https://zeonpbx.ru/call-center
0	chromemobile	1685778231704496918	2023-06-03	2023-06-03 10:43:52	2	0		[]		yandex_mobile	yandex			organic	0	tecno	android_12	android	https://yandex.ru/	Moscow	213	Russia	225	https://zeonpbx.ru/
1	chromemobile	1685778231704496918	2023-06-03	2023-06-03 10:44:08	2	0		[]						direct	0	tecno	android_12	android		Moscow	213	Russia	225	https://zeonpbx.ru/
0	chromemobile	1685778231704496918	2023-06-03	2023-06-03 10:44:35	2	0		[]						internal	0	tecno	android_12	android	https://zeonpbx.ru/	Moscow	213	Russia	225	https://zeonpbx.ru/corporatesomcard
1	chromemobile	1685778231704496918	2023-06-03	2023-06-03 10:44:50	2	0		[]						direct	0	tecno	android_12	android		Moscow	213	Russia	225	https://zeonpbx.ru/corporatesomcard
0	chromemobile	1685778231704496918	2023-06-03	2023-06-03 11:14:07	2	0		[]						internal	0	tecno	android_12	android	https://zeonpbx.ru/	Moscow	213	Russia	225	https://zeonpbx.ru/corporatesomcard
0	huawei_browser	1685813489216468833	2023-06-03	2023-06-03 20:31:27	2	0		[]	yandex					ad	0	huawei	android_10	android	https://trashbox.ru/	Saransk	42	Russia	225	https://zeonpbx.ru/integration
1	huawei_browser	1685813489216468833	2023-06-03	2023-06-03 20:31:44	2	0		[]	yandex					ad	0	huawei	android_10	android		Saransk	42	Russia	225	https://zeonpbx.ru/integration
0	yandexsearch	1685821428500082572	2023-06-03	2023-06-03 22:43:48	2	0		[]	yandex					ad	0	huawei	android_pie90	android	https://5mods.ru/	Stavropol	36	Russia	225	https://zeonpbx.ru/call-center
1	yandexsearch	1685821428500082572	2023-06-03	2023-06-03 22:44:03	2	0		[]	yandex					ad	0	huawei	android_pie90	android		Stavropol	36	Russia	225	https://zeonpbx.ru/call-center
0	chromemobile	1681837160282385312	2023-06-03	2023-06-03 00:06:31	2	0		[]	yandex					ad	0	samsung	android_oreo	android			0	Russia	225	https://zeonpbx.ru/call-center
1	chromemobile	1681837160282385312	2023-06-03	2023-06-03 00:06:47	2	0		[]	yandex					ad	0	samsung	android_oreo	android			0	Russia	225	https://zeonpbx.ru/call-center
0	yandexsearch	1685809366212490831	2023-06-03	2023-06-03 19:22:46	2	0		[]	yandex					ad	0	apple	ios16	ios_double	https://office-blog.ru/	Krasnodar	35	Russia	225	https://zeonpbx.ru/call-center
0	chromemobile	1685787228376712498	2023-06-03	2023-06-03 13:13:47	2	0		[]	yandex					ad	0	samsung	android_11	android	https://mcpe-craft.ru/	Novokubansk	20231	Russia	225	https://zeonpbx.ru/call-center
0	yandexsearch	1685774899986708242	2023-06-03	2023-06-03 09:48:20	2	0		[]	yandex					ad	0	samsung	android_11	android	https://trashbox.ru/	Krasnodar	35	Russia	225	https://zeonpbx.ru/corporatesomcard
1	yandexsearch	1685774899986708242	2023-06-03	2023-06-03 09:48:36	2	0		[]	yandex					ad	0	samsung	android_11	android		Krasnodar	35	Russia	225	https://zeonpbx.ru/corporatesomcard
0	chromemobile	1685820109418467173	2023-06-03	2023-06-03 22:21:49	2	0		[]	yandex					ad	0	samsung	android_11	android	https://androeed.ru/	Grozniy	1106	Russia	225	https://zeonpbx.ru/call-center
0	chromemobile	168582110764505629	2023-06-03	2023-06-03 22:38:25	2	0		[]	yandex					ad	0	samsung	android_11	android			0	Russia	225	https://zeonpbx.ru/call-center
1	chromemobile	168582110764505629	2023-06-03	2023-06-03 22:38:40	2	0		[]	yandex					ad	0	samsung	android_11	android			0	Russia	225	https://zeonpbx.ru/call-center
0	yandexsearch	1685783587712644018	2023-06-03	2023-06-03 12:13:06	2	0		[]	yandex					ad	0	vivo	android_12	android	https://playside.ru/	Tula	15	Russia	225	https://zeonpbx.ru/call-center
0	chromemobile	1685778525766319232	2023-06-03	2023-06-03 10:48:43	2	0		[]	yandex					ad	0	xiaomi	android_11	android	https://oxy.cloud/		0	Russia	225	https://zeonpbx.ru/call-center
0	safari	168581047738369767	2023-06-03	2023-06-03 19:41:17	1	0		[]						referral	0		mac_os_catalina	macos	https://freelance.ru/	Saint Petersburg	2	Russia	225	https://zeonpbx.ru/
0	chromemobile	1685813309670597582	2023-06-03	2023-06-03 20:28:30	2	0		[]	yandex					ad	0	realme	android_11	android	https://trashbox.ru/	Krasnodar	35	Russia	225	https://zeonpbx.ru/integration
0	chromemobile	1685777368894478543	2023-06-03	2023-06-03 10:29:30	2	0		[]	yandex					ad	0	xiaomi	android_10	android		Makhachkala	28	Russia	225	https://zeonpbx.ru/call-center
1	chromemobile	1685777368894478543	2023-06-03	2023-06-03 10:29:44	2	0		[]	yandex					ad	0	xiaomi	android_10	android		Makhachkala	28	Russia	225	https://zeonpbx.ru/call-center
0	chromemobile	1685767629377044546	2023-06-03	2023-06-03 07:47:07	2	0		[]	yandex					ad	0	samsung	android_11	android		Sterlitamak	11116	Russia	225	https://zeonpbx.ru/call-center
1	chromemobile	1685767629377044546	2023-06-03	2023-06-03 07:47:22	2	0		[]	yandex					ad	0	samsung	android_11	android		Sterlitamak	11116	Russia	225	https://zeonpbx.ru/call-center
0	chromemobile	1685778556171088931	2023-06-03	2023-06-03 10:49:16	2	0		[]	yandex					ad	0	tecno	android_11	android	https://trashbox.ru/		0	Russia	225	https://zeonpbx.ru/robotmasha
1	chromemobile	1685778556171088931	2023-06-03	2023-06-03 10:49:32	2	0		[]	yandex					ad	0	tecno	android_11	android			0	Russia	225	https://zeonpbx.ru/robotmasha
0	chromemobile	1685677283808491384	2023-06-03	2023-06-03 07:40:39	2	0		[]	yandex					ad	0	samsung	android_pie90	android		Sibay	20716	Russia	225	https://zeonpbx.ru/medcentre
1	chromemobile	1685677283808491384	2023-06-03	2023-06-03 07:40:54	2	0		[]	yandex					ad	0	samsung	android_pie90	android		Sibay	20716	Russia	225	https://zeonpbx.ru/medcentre
0	chromemobile	1685677283808491384	2023-06-03	2023-06-03 18:23:19	2	0		[]	yandex					ad	0	samsung	android_pie90	android		Sibay	20716	Russia	225	https://zeonpbx.ru/medcentre
1	chromemobile	1685677283808491384	2023-06-03	2023-06-03 18:23:36	2	0		[]	yandex					ad	0	samsung	android_pie90	android		Sibay	20716	Russia	225	https://zeonpbx.ru/medcentre
0	chromemobile	1685770921872858706	2023-06-03	2023-06-03 08:42:27	2	0		[]	yandex					ad	0	huawei	android_oreo81	android		Yakutsk	74	Russia	225	https://zeonpbx.ru/
0	chromemobile	1685770921872858706	2023-06-03	2023-06-03 08:42:29	2	0		[]	yandex					ad	0	huawei	android_oreo81	android		Yakutsk	74	Russia	225	https://zeonpbx.ru/
1	chromemobile	1685770921872858706	2023-06-03	2023-06-03 08:42:32	2	0		[]	yandex					ad	0	huawei	android_oreo81	android		Yakutsk	74	Russia	225	https://zeonpbx.ru/
1	chromemobile	1685770921872858706	2023-06-03	2023-06-03 08:42:33	2	0		[]	yandex					ad	0	huawei	android_oreo81	android		Yakutsk	74	Russia	225	https://zeonpbx.ru/
0	chromemobile	1685770921872858706	2023-06-03	2023-06-03 08:42:48	2	0		[]	yandex					ad	0	huawei	android_oreo81	android		Yakutsk	74	Russia	225	https://zeonpbx.ru/
1	chromemobile	1685770921872858706	2023-06-03	2023-06-03 08:43:12	2	0		[]	yandex					ad	0	huawei	android_oreo81	android		Yakutsk	74	Russia	225	https://zeonpbx.ru/
0	yandexsearch	168576761871747998	2023-06-03	2023-06-03 07:46:57	2	0		[]	yandex					ad	0	samsung	android_nougat_7_1	android	https://playside.ru/	Chelyabinsk	56	Russia	225	https://zeonpbx.ru/robotmasha
1	yandexsearch	168576761871747998	2023-06-03	2023-06-03 07:47:13	2	0		[]	yandex					ad	0	samsung	android_nougat_7_1	android		Chelyabinsk	56	Russia	225	https://zeonpbx.ru/robotmasha
0	yandex_browser	1685777501635981653	2023-06-03	2023-06-03 10:31:43	2	0		[]	yandex					ad	0	tecno	android_12	android	https://dzen.ru/a/ZHmis6je_w8xhRfA	Moscow	213	Russia	225	https://zeonpbx.ru/
1	yandex_browser	1685777501635981653	2023-06-03	2023-06-03 10:31:52	2	0		[]	yandex					ad	0	tecno	android_12	android		Moscow	213	Russia	225	https://zeonpbx.ru/
0	chromemobile	1685822106688837164	2023-06-03	2023-06-03 22:54:58	2	0		[]		yandex_search	yandex			organic	0		android_10	android	https://yandex.ru/		0	Russia	225	https://zeonpbx.ru/
1	chromemobile	1685822106688837164	2023-06-03	2023-06-03 22:55:13	2	0		[]						direct	0		android_10	android			0	Russia	225	https://zeonpbx.ru/
0	miui	1685774986953162339	2023-06-03	2023-06-03 09:49:47	2	0		[]	yandex					ad	0	xiaomi	android_10	android			0	Russia	225	https://zeonpbx.ru/call-center
1	miui	1685774986953162339	2023-06-03	2023-06-03 09:50:02	2	0		[]	yandex					ad	0	xiaomi	android_10	android			0	Russia	225	https://zeonpbx.ru/call-center
0	headlesschrome	1685743723807043150	2023-06-03	2023-06-03 01:08:42	1	0		[]	yandex	yandex_search	yandex			ad	0		linux	gnu_linux	https://yandex.ru/		0	Russia	225	https://zeonpbx.ru/medcentre
1	headlesschrome	1685743723807043150	2023-06-03	2023-06-03 01:09:13	1	0		[]	yandex					ad	0		linux	gnu_linux			0	Russia	225	https://zeonpbx.ru/medcentre
0	headlesschrome	1685743723807043150	2023-06-03	2023-06-03 01:09:14	1	0		[]	yandex					ad	0		linux	gnu_linux			0	Russia	225	https://zeonpbx.ru/medcentre
1	headlesschrome	1685743723807043150	2023-06-03	2023-06-03 01:09:31	1	0		[]	yandex					ad	0		linux	gnu_linux			0	Russia	225	https://zeonpbx.ru/medcentre
0	headlesschrome	1685743723807043150	2023-06-03	2023-06-03 01:09:39	1	0		[]	yandex					ad	0		linux	gnu_linux			0	Russia	225	https://zeonpbx.ru/medcentre
0	chrome	1685658959896762914	2023-06-04	2023-06-04 14:17:01	1	0		[]	yandex					ad	0		windows10	windows	https://docviewer.yandex.ru/	Moscow	213	Russia	225	https://zeonpbx.ru/medcentre
1	chrome	1685658959896762914	2023-06-04	2023-06-04 14:17:16	1	0		[]	yandex					ad	0		windows10	windows		Moscow	213	Russia	225	https://zeonpbx.ru/medcentre
0	chromemobile	1685829037478558605	2023-06-04	2023-06-04 00:50:38	2	0		[]	yandex					ad	0	xiaomi	android_10	android		Krasnodar	35	Russia	225	https://zeonpbx.ru/call-center
0	chromemobile	1685829037478558605	2023-06-04	2023-06-04 00:50:58	2	0		[]						direct	0	xiaomi	android_10	android		Krasnodar	35	Russia	225	https://zeonpbx.ru/policy
1	chromemobile	1685829037478558605	2023-06-04	2023-06-04 00:51:04	2	0		[]	yandex					ad	0	xiaomi	android_10	android		Krasnodar	35	Russia	225	https://zeonpbx.ru/call-center
1	chromemobile	1685829037478558605	2023-06-04	2023-06-04 00:51:13	2	0		[]						direct	0	xiaomi	android_10	android		Krasnodar	35	Russia	225	https://zeonpbx.ru/policy
0	chromemobile	1685838820813576781	2023-06-04	2023-06-04 03:34:00	2	0		[]	yandex	yandex_search	yandex			ad	0	xiaomi	android_11	android	https://yandex.ru/	Ufa	172	Russia	225	https://zeonpbx.ru/
1	chromemobile	1685838820813576781	2023-06-04	2023-06-04 03:34:15	2	0		[]	yandex					ad	0	xiaomi	android_11	android		Ufa	172	Russia	225	https://zeonpbx.ru/
0	safari_mobile	1685877402491803110	2023-06-04	2023-06-04 14:16:42	2	0		[]		google_search	google			organic	0	apple	ios16	ios_double	https://google.com.ua/	Nizhny Novgorod	47	Russia	225	https://zeonpbx.ru/
1	safari_mobile	1685877402491803110	2023-06-04	2023-06-04 14:17:08	2	0		[]						direct	0	apple	ios16	ios_double		Nizhny Novgorod	47	Russia	225	https://zeonpbx.ru/
0	safari_mobile	1685877402491803110	2023-06-04	2023-06-04 14:19:57	2	0		[]						internal	0	apple	ios16	ios_double	https://zeonpbx.ru/	Saint Petersburg	2	Russia	225	https://zeonpbx.ru/integration
0	chromemobile	1685871220866801280	2023-06-04	2023-06-04 12:33:41	2	0		[]		yandex_search	yandex			organic	0		android_13	android	https://yandex.ru/		0	Russia	225	https://zeonpbx.ru/
1	chromemobile	1685871220866801280	2023-06-04	2023-06-04 12:33:56	2	0		[]						direct	0		android_13	android			0	Russia	225	https://zeonpbx.ru/
0	miui	1685829753821387197	2023-06-04	2023-06-04 01:02:31	2	0		[]	yandex					ad	0	xiaomi	android_11	android			0	Russia	225	https://zeonpbx.ru/call-center
1	miui	1685829753821387197	2023-06-04	2023-06-04 01:02:47	2	0		[]	yandex					ad	0	xiaomi	android_11	android			0	Russia	225	https://zeonpbx.ru/call-center
0	yandexsearch	1685861652463207739	2023-06-04	2023-06-04 09:54:11	2	0		[]	yandex	yandex_search	yandex			ad	0	samsung	android_13	android	https://yandex.ru/		0	Russia	225	https://zeonpbx.ru/
0	yandex_browser	1685832892396469364	2023-06-04	2023-06-04 01:54:52	2	0		[]	yandex					ad	0	apple	ios15	ios_double	https://thevoicemag.ru/		0	Russia	225	https://zeonpbx.ru/call-center
1	yandex_browser	1685832892396469364	2023-06-04	2023-06-04 01:55:07	2	0		[]	yandex					ad	0	apple	ios15	ios_double			0	Russia	225	https://zeonpbx.ru/call-center
0	chrome	1645021923866430306	2023-06-04	2023-06-04 16:47:16	1	0		[]		google_search	google			organic	0		windows10	windows	https://google.com/	Khabarovsk	76	Russia	225	https://zeonpbx.ru/
0	chrome	1645021923866430306	2023-06-04	2023-06-04 16:47:20	1	0		[]						internal	0		windows10	windows	https://zeonpbx.ru/	Khabarovsk	76	Russia	225	https://zeonpbx.ru/call-center
0	chrome	1645021923866430306	2023-06-04	2023-06-04 16:48:37	1	0		[]		google_search	google			organic	0		windows10	windows	https://google.com/	Khabarovsk	76	Russia	225	https://zeonpbx.ru/
0	chromemobile	1685835854469643398	2023-06-04	2023-06-04 02:44:14	2	0		[]	yandex	yandex_search	yandex			ad	0	samsung	android_oreo81	android	https://yandex.ru/	Kostroma	7	Russia	225	https://zeonpbx.ru/medcentre
0	chromemobile	1685835854469643398	2023-06-04	2023-06-04 02:44:26	2	0		[]						direct	0	samsung	android_oreo81	android		Kostroma	7	Russia	225	https://zeonpbx.ru/services
1	chromemobile	1685835854469643398	2023-06-04	2023-06-04 02:44:41	2	0		[]						direct	0	samsung	android_oreo81	android		Kostroma	7	Russia	225	https://zeonpbx.ru/services
0	chromemobile	1685835854469643398	2023-06-04	2023-06-04 02:45:07	2	0		[]						direct	0	samsung	android_oreo81	android		Kostroma	7	Russia	225	https://zeonpbx.ru/services
0	headlesschrome	1685852288242607781	2023-06-04	2023-06-04 07:18:08	1	0		[]	yandex	yandex_search	yandex			ad	0		linux	gnu_linux	https://yandex.ru/		0	Russia	225	https://zeonpbx.ru/medcentre
1	headlesschrome	1685852288242607781	2023-06-04	2023-06-04 07:18:26	1	0		[]	yandex					ad	0		linux	gnu_linux			0	Russia	225	https://zeonpbx.ru/medcentre
0	headlesschrome	1685852288242607781	2023-06-04	2023-06-04 07:18:33	1	0		[]	yandex					ad	0		linux	gnu_linux		Moscow	213	Russia	225	https://zeonpbx.ru/delivery
0	headlesschrome	1685852288242607781	2023-06-04	2023-06-04 07:18:36	1	0		[]	yandex					ad	0		linux	gnu_linux		Moscow	213	Russia	225	https://zeonpbx.ru/delivery
0	yandex_browser	1685866645710670606	2023-06-04	2023-06-04 11:18:53	2	0		[]		yandex_search	yandex			organic	0	huawei	android_pie90	android	https://yandex.ru/	Chita	68	Russia	225	https://zeonpbx.ru/
1	yandex_browser	1685866645710670606	2023-06-04	2023-06-04 11:19:11	2	0		[]						direct	0	huawei	android_pie90	android		Chita	68	Russia	225	https://zeonpbx.ru/
0	chromemobile	1682904070586426408	2023-05-01	2023-05-01 04:21:10	2	0		[]	yandex					ad	0	huawei	android_10	android	https://e1.ru/text/entertainment/2021/07/31/70053374/		0	Russia	225	https://zeonpbx.ru/call-center
1	chromemobile	1682904070586426408	2023-05-01	2023-05-01 04:21:25	2	0		[]	yandex					ad	0	huawei	android_10	android			0	Russia	225	https://zeonpbx.ru/call-center
